approved	datestart	dateend	label	name	cancelled	cancellation_description	shortname	hashtag	homepage	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Logo	Edition’s Topic	Stream	Twitter	Mastodon	Github
	20190531	20190502	Wireless Community Weekend	Freifunk Wireless Community Weekend 2019					https://wiki.freifunk.net/Wireless_Community_Weekend_2020	Berlin	DE	C-base	http://www.openstreetmap.org/?box=yes&bbox=13.42013%2C52.51297%2C13.42013%2C52.51297	52.51298	13.42009		The WirelessCommunityWeekend will follow the 15 years of tradition also in 2019 and take place in the c-base space station in Berlin. From the 31th of May to the 2nd of June the Freifunk community will meet with their guests to create an unconference and hackathon							?											
yes	20200825	20200827	deRSE20	2nd International Conference for Research Software Engineers in Germany			deRSE20	deRSE20	https://de-rse.org/deRSE20/	Jena	DE	Friedrich Schiller University	https://www.openstreetmap.org/relation/187012	50.92946	11.58947	https://de-rse.org/deRSE20/delegates/code-of-conduct/	The 1st International Conference for Research Software Engineers in Germany this year in June in Potsdam was a great success. Therefore we are very happy to announce that planning for the 2nd International Conference for Research Software Engineers in Germany has started!			Science Conference	research software engineering	?	?	?	?		"<a href=""https://de-rse.org/deRSE20/news/call-for-committee-members/"">Call for Committees</a>"			/data/eventlogos/2020/2020-de-rse.png					
	20190608	20190609	TuxCon	TuxCon				TuxCon	http://tuxcon.mobi/	Plovdiv	BG						TuxCon is an annual event about free and open source software and hardware. The entrance is free for all visitors. TuxCon is a community event and it is organized by volunteers. The twitter hashtag of the event is #TuxCon.							?											
	20190611	20190611	Sharing & Reuse Conference	Sharing & Reuse Conference					https://joinup.ec.europa.eu/collection/sharing-and-reuse-it-solutions/sharing-reuse-conference-2019	Bucharest	RO													?											
yes	20200621	20200621	UK Open Source Awards	UK Open Source Awards					https://opensourceawards.org/	Edinburgh	UK	Edinburgh University Computing faculty’s Informatics Forum	https://www.openstreetmap.org/way/23046723	55.94482	-3.18737	nococ	<p>The UK Open Source Awards (UKOSA) returns for it’s 7th year, organised by SalesAgility and will once again be held in the Edinburgh University Computing faculty’s Informatics Forum on Thursday May 21st 2020.</p><p>The awards are designed to recognise and celebrate the innovation, diversity, collaboration and creativity that are core components of Open Source software creation and maintenance. If you know of any deserving projects, people or organisations, please nominate them for the following awards:</p><ol><li>Individual Award – for outstanding contributions to Open Source.</li><li>Company Award – for outstanding contribution to Open Source either through product development or contributions to projects.</li><li>Public Sector and Third Sector Award – for an outstanding Open Source project in the UK public sector or third sector.</li><li>Diversity Award – in recognition of diversity in UK Open Source.</li><li>Student Award – a cash prize of £1,500 for an outstanding contribution to Open Source from currently matriculated UK students.</li></ol>			Business Conference	Award,SalesAgility	Zero		180	EN										
yes	20200617	20200618	OW2Con	OW2Con				ow2	https://www.ow2con.org/view/2020	Paris	France	Orange Gardens	https://www.openstreetmap.org/way/396084742	48.80104	2.29457	https://www.ow2con.org/view/2020/Code_Of_Conduct?year=2020&event=OW2con20	OW2con'20 is the annual open source event bringing together the OW2 community, technology experts, software architects, IT project managers and decision-makers from around the world.	20200315	https://www.ow2con.org/view/2020/Call_For_Presentations	Business Conference		?	?	?	EN						The Challenges of Full Stack Open Source		http://www.twitter.com/ow2		
	20190615	20190616	Jornadas de tecnología y cultura libre	Jornadas de tecnología y cultura libre					https://jornadaslibr.es/	Madrid	ES													?											
yes	20200604	20200604	OpenExpo	OpenExpo Europe			OpenExpo	OpenExpo20	https://openexpoeurope.com/	Madrid	ES	La N@ve	https://www.openstreetmap.org/way/37995038	40.34744	-3.69629	nococ	<p>OpenExpo Europe is the largest Congress and Professional Fair on IT Innovation in Europe with more than 3500 attendees of the sector, professionals from all industries, communities, major international companies, decision makers, associations, foundations and institutions, technical profiles, experts and users of all levels to learn about the latest trends, services and tools. Increase the network of contacts, employment opportunities, generate leads and businesses and, know beforehand, all the benefits of open IT innovation.</p><p>OpenExpo Europe continues to evolve year after year offering companies the most up-to-date information on business transformation, trends within the IT sector and the latest innovations. An entire day of conferences, business cases, keynote speakers, practical workshops, round tables, demos and many other activities.</p>	20200229	https://openexpoeurope.com/oe2020/call-for-papers-2020/	Business Conference,Exhibition	IoT, Cloud	Zero	yes	3500	ES		Open Awards			/data/eventlogos/2020/2020-openexpo-logo-web.png		?	https://twitter.com/OpenExpoEurope		
yes	20200605	20200606	esLibre	esLibre 2020					https://eslib.re/2020/	Madrid	ES	Universidad Rey Juan Carlos	https://www.openstreetmap.org/#map=16/40.3350/-3.8778	40.3357	-3.8778	https://eslib.re/conducta/	<p>esLibre es un encuentro de personas interesadas en las tecnologías libres, enfocado a compartir conocimiento y experiencia alrededor de las mismas.</p><p>Después de la primera edición en Granada, ya estamos en preparación de la edición del año 2020. La próxima edición se celebrará en Madrid como resultado de la propuesta Oficina de Conocimiento y Cultura Libres de la Universidad Rey Juan Carlos. Para que podáis tener algo más de información provisionalmente, os dejamos aquí todo la información contenida en dicha propuesta.</p>	20200316	https://eslib.re/2020/c4p/	Community Conference		?	?	?	ES		Developer Rooms			/data/eventlogos/2020/2020-eslibre.png			https://twitter.com/esLibre_	https://hostux.social/@eslibre/	
yes	20200724	20200726	Electromagnetic Field	Electromagnetic Field				EMF2020	https://www.emfcamp.org/	Eastnor	UK	Eastnor Castle Deer Park	https://www.openstreetmap.org/way/440950381	52.0379	-2.3785	https://www.emfcamp.org/code-of-conduct	<p>Electromagnetic Field is a non-profit UK camping festival for those with an inquisitive mind or an interest in making things: hackers, artists, geeks, crafters, scientists, and engineers.</p><p>A temporary town of more than two thousand like-minded people enjoying a long weekend of talks, performances, and workshops on everything from blacksmithing to biometrics, chiptunes to computer security, high altitude ballooning to lockpicking, origami to democracy, and online privacy to knitting.</p><p>To help matters along, we provide fast internet, power to the tent, good beer, and amazing installations, entirely organised by a dedicated team of volunteers.</p>	open	https://www.emfcamp.org/cfp	Camping, Community Conference		140 GBP	yes	2000 (+)	EN										
yes	20200702	20200705	Pas sage en seine	Pas sage en seine				pses2020	https://passageenseine.fr/	Paris	FR	Médiathèque Louis Aragon	https://www.openstreetmap.org/way/235607926	48.7624	2.41479	https://passageenseine.fr/#coc	<p>Bienvenue chez vous !</p><p>Le festival Pas Sage En seine est un rendez-vous annuel de la région parisienne qui vient de fêter ses 10 ans déjà.</p><p>Lieu incontournable du milieu hacker à ses débuts, il a toujours eu pour vocation d’amener les citoyens de tous horizons à se réapproprier la société en bidouillant le système.</p><p>Initialement axé numérique, il s’est ouvert au fur et à mesure des éditions et traite aujourd’hui de sujets aussi variés que la politique, la justice, l’alimentation, les médias, la littérature, les sciences, les arts, le journalisme, le divertissement, l’inclusivité, l’accessibilité, le handicap…</p><p>L’entrée est libre et gratuite afin d’être accessible au plus grand nombre, sans discrimination de ressources.</p><p>Le thème de l’édition 2020 est : Bidouille, écologie & démocratie.</p>	20200416	https://participer.passageenseine.fr/	Festival				?	FR	White Rabbit PSES				/data/eventlogos/2020/2020-passageenseine-logo.svg	Bidouille, écologie & démocratie. 		https://twitter.com/passageenseine		
yes	20200620	20200620	Tübix	Tübix					http://tuebix.org	Tübingen	DE	Gebäude auf dem Sand	https://www.openstreetmap.org/way/8044916#map=17/48.53476/9.07111	48.53476	9.07111	nococ	<p>Der Tübix ist ein Linuxtag und fand 2015-2018 jeweils im Juni in Tübingen statt. Die Folien (pdf) und Tonspuren (ogg) der vergangenen Jahre sind unter Downloads/Archiv zu finden.</p><p>Der Tübix könnte etwas für dich sein, falls du:</p><ul><li>… von anderen etwas dazulernen möchtest</li><li>… anderen etwas zeigen oder beibringen möchtest</li><li>… Experte / Profi / Veteran / Meister bist</li><li>… Neuling / Einsteiger / Umsteiger / Interessent bist</li><li>… nebenbei ein Computermuseum besuchen möchtest</li><li>… nebenbei ein 80cm-Teleskop ansehen möchtest</li></ul><p>Der Eintritt ist frei, dafür hilft jeder ein bisschen mit.</p>			Community Conference	Linux	Zero	no	?	DE	Individual Organisers									
yes	20200820	20200823	Camp++	Camp++				camp++	https://camp.hsbp.org/2020/pp7e4/	Komárom	HU	Fort Monostor	https://www.openstreetmap.org/?mlat=47.750556&mlon=18.093889&zoom=15#map=15/47.7506/18.0939	47.7506	18.0938	nococ	"<p>The ""Hungarian Autonomous Center for Knowledge and friends"" runs the camp with the help of self-organized volunteer teams and on its own funds for the 8th year now. We are proud of this and we are looking forward to copying the inspiring example of independent self-organizing as championed by the organizers of the Chaos Communication Congress and Camps. We regard this event as one of the few places where a global exchange using the creative-critical approach to technology and society is possible without censorship.</p><p>We are not providing a stage to secret services or other state organizations. However, based on our concept and on the fact that work is done on a voluntary basis, a thorough advance screening of participants and speakers is not possible.</p><p>It goes without saying that everyone attending the camp should be treated with respect and consideration. A significant proportion of delegates and speakers value their privacy, the integrity of their own data and their photographic likenesses. Those who attach less importance to a personal agency in these matters are in a stronger position. We, therefore, ask them to respect the feelings and wishes of others.</p>"	20200519	https://camp.hsbp.org/2020/pp7e4/cfp.html	Camping, Community Conference		~80€	"Tickets can be registered <a href=""https://ticket.hsbp.org/camppp7e4"">in our ticketing system</a> and are required to participate at the event &ndash; even for speakers and/or organizers. Registration is free and submitting personal information is not required. Payment is done on your last day of participation, which is 1/n-th of the total costs of the camp, where n is the number of participants. See also our RFC about this. Every piece of information you submit to our ticketing system will be destroyed by the end of the event."	?	EN			2013							
yes	20200813	20200816	Technik Camp	Technik Camp					https://freifunk-bodensee.net/camp/	Überlingen	DE	Campus der Waldorfschule Überlingen	https://www.openstreetmap.org/way/195611475	47.77286	9.20193	nococ	Das Technik-Camp ist ein kleines internationales Treffen von Hackern, Technikbegeisterten und interessierten Bürgern. Vier Tage lang wird sich ausgetauscht und diskutiert, aber auch programmiert oder gebastelt. Es gibt ein Vortragsprogramm und Workshops, sowie gemeinsame Aktionen.			Camping, Community Conference	CCC	?	?	?	DE	Freifunk	There is a basic food supply during the camp with long breakfasts and self-made dinners. Participants are kindly asked to help financially and logistically with food preparation. 						https://twitter.com/@FFBSee	https://chaos.social/@FFBSee	https://github.com/ffbsee/
nada	20190808	20190811	Flock	Flock					https://flocktofedora.org/											Project Conference	Fedora			?											
yes	20200830	20200905	Linux Bierwanderung	Linux Bierwanderung					https://linuxbierwanderung.com/	Kronberg	DE		https://www.openstreetmap.org/#map=14/50.1847/8.5027	50.1847	8.5027	nococ	<p>A Linux Bier Wanderung (engl. Linux Beer Hike) is a week-long event typically held in a small town in Europe where a group of like-minded open source enthusiasts gather to share knowledge, hike, enjoy various liquid refreshments (non-alcoholic and alcoholic) and first and foremost have fun! Everybody is expected to look after their own travel logistics including accommodation but the website promoting the event (including this one) typically offers some guidance and provides information about where to look and what to expect. The event is generally free of charge (ie. no registration fee or similar) but the costs of the Hall (rented by the organiser(s) of the event) is shared between the participants. The central purpose of the Hall is to serve as a base camp for the various activities and as a gathering place for meeting, sharing ideas, talks, etc. You can find more details here. There is also a mailing list covering various topics around the LBW and is used for communication between evetns (may require registration).</p><p>But back to this year's LBW and its location. With miles of well-kept trails and numerous sites, the Taunus is the ideal location for a week of hiking and other fun activities. Frankfurt with its variety of (craft) beer places is only half an hour away by public transport; Germany's biggest airport is only an hour by train. In addition to these amenities, Kronberg fulfils the following basic LBW rules:</p><ol><li>The hamlet must be able to be crossed within a short amount of time either on two or four legs.</li><li></li><li>One cannot get lost regardless of the state of intoxication.</li><li>The location must be remote enough to sever most ties with hipster urbanism.</li><li>It must have at least seven establishments which are serving as PotDs during the week.</li><li>A hall with decent internet connection and stable power supply is a prerequisite.</li></ol>			Unconference	Hiking,Linux,Beer	Participants are asked for a donation of ~30 Euro	<a href=”https://reg.linuxbierwanderung.com/16/”>available</a>	?	EN		In the morning we will usually meet in the hall, which serves as a meeting point for the week. There will likely be notices up for planned walks, excursions, talks, or other events. You can head off on one of these, or relax in the hall. In the evening a pub-of-the-day will be selected, and we will head there for food and drink. This year we have a kitchen in the hall, so cooking together there may well happen. 			/data/eventlogos/2020/2020-hikingtux-200.png			https://twitter.com/linuxbierwander		
nada	20190814	20190818	Wikimania	Wikimania					https://wikimania2019.wikimedia.org/	Stockholm	SE													?											
yes	20200825	20200827	OpenSym	OpenSym					http://opensym.org/os2020/	Madrid	ES	Círculo de Bellas Artes de Madrid 	https://www.openstreetmap.org/way/4291319	40.4182	-3.69649	https://opensym.org/about-us/code-of-conduct/	<p>The 16th International Symposium on Open Collaboration (OpenSym 2020) is the premier conference on open collaboration research and practice, including open source, open data, open science, open education, wikis and related social media, Wikipedia, and IT-driven open innovation research.</p><p>OpenSym is the first conference series to bring together the different strands of open collaboration research and practice, seeking to create synergies and inspire new collaborations between people from computer science, information science, social science, humanities, and everyone interested in understanding open collaboration and how it is changing the world.</p><p>OpenSym 2020 will be held at Círculo de Bellas Artes de Madrid in Madrid, Spain on 25-27 August 2020. A Doctoral Consortium will take place on 24 August 2020. Research and community presentations and performances will be accompanied by keynotes, invited speakers, and a social program. The capital of Spain, Madrid is a vibrant city with a rich history with plenty of things to see and do. Madrid is easy to reach with all major airlines.</p>	20200424	https://opensym.org/os2020/call-for-papers/	Science Conference	Open Collaboration	?	?	?	EN	OpenSym	A Doctoral Consortium will take place on 24 August 2020.	2005					http://twitter.com/opensym		
	20190822	20190825	LVEE	Linux Vacation / Eastern Europe			LVEE		https://lvee.org/en/	Minsk	BY							20190804	https://lvee.org/en/reports/abstract					?											
yes	20200827	20200830	Hacken Open Air	Hacken Open Air 2::20				hackenopenair	https://www.hackenopenair.de/	Gifhorn	DE	Pfadfinderheim Welfenhof	https://www.openstreetmap.org/#map=19/52.46289/10.60456	52.46289	10.60456	nococ	<p>Das Hacken Open Air ist feinstes Hacker-Camping, ausgerichtet vom Hackerspace Stratum 0. Wir versammeln uns zum gemütlichen Treffen mit Freunden und Bekannten.</p><p>Beim Hacken Open Air geht es um gemeinsames Basteln, Diskutieren und Grillen. Wir verzichten bewusst auf ein von uns organisiertes Vortragsprogramm. Stattdessen lassen wir euch Freiraum für selbstorganisierte Vorträge und Workshops.</p><p>Dieses Jahr campen wir am Pfadfinderheim Welfenhof in Gifhorn - 25km nördlich von Braunschweig.</p>			Camping, Unconference	Stratum 0	?	?	?	DE	Stratum 0				/data/eventlogos/2020/2020-hackenopenair.svg					
nada	20190823	20190828	GUADEC	GNOME Users And Developers European Conference			GUADEC	guadec	https://2019.guadec.org/	Thessaloniki	GR	University of Macedonia	https://www.openstreetmap.org/way/14791176	40.6253	22.95997	https://2019.guadec.org/pages/code-of-conduct.html		20190519	https://www.gnome.org/news/2019/04/guadec-2019-call-for-papers/	Project Conference	Gnome	Zero		?									https://twitter.com/GUADEC		
yes	20200828	20200906	Wuthering Bytes	Wuthering Bytes					https://wutheringbytes.com/	Hebden Bridge	UK		https://www.openstreetmap.org/node/31248812#map=13/53.7407/-2.0094	53.7407	-2.0094	nococ				Festival		?	?	?	EN	Andrew Back and Tim Harbour							http://twitter.com/wutheringbytes		
	20190907	20190908	ActivityPub Conference	ActivityPub Conference					https://dustycloud.org/blog/activitypub-conf-2019/	Prague	CZ													?											
	20190907	20190913	Akademy	Akademy					https://akademy.kde.org/	Milan	IT													?											
nada	20190909	20190911	Linux Plumbers Conference	Linux Plumbers Conference					https://www.linuxplumbersconf.org/	Lisbon	PT													?											
yes	20201013	20201016	LibreOffice Conference	LibreOffice Conference					https://conference.libreoffice.org/2020/	Nürnberg	DE													?											
nada	20190911	20190912	Cloud Foundry Summit Europe	Cloud Foundry Summit Europe					https://www.cloudfoundry.org/event/eusummit2019/	The Hague	NL													?											
nada	20190912	20190912	Kernel Maintainer Summit	Kernel Maintainer Summit					https://events.linuxfoundation.org/events/linux-kernel-maintainer-summit-2019/	Lisbon	PT													?											
yes	20200925	20200927	BalCCon2k20	Balkan Computer Congress 2020			BalCCon2k20	BalCCon2k20	https://2k20.balccon.org/	Novi Sad	RS	?					<p>Our major goal is to gather all the communities from the region and abroad so we can socialize, hack, play, learn, exchange knowledge and experience and of course, party together.</p><p>BalCCon is community organized and non commercial event - from Hackers to Hackers. We are aiming to become the center of the hacker community in the region as well as to provide an opportunity for all the people in this part of Europe to connect and to cooperate.</p><p>Program and speakers will be taken through a Call for Papers few months before the congress. We have planned some special guests whose reputation is well known in the community. All applications sent by people will be stored and graded by congress orga people.</p><p>BalCCon is an international conference, therefore your submissions should be in English. It is expected that we will have participants from all over the World, so it is important to have a common language.</p>			Community Conference	CCC	?	?	?	EN		Assembly space, Rakia Leaks			/data/eventlogos/2020/2020-balccon.png	U CNT CTRL US		https://twitter.com/BalCC0n		
	20190914	20190914	TechParty	TechParty					http://techparty.online/	Madrid	ES													?											
	20190914	20190915	Nextcloud conference	Nextcloud conference					https://nextcloud.com/conf/	Berlin	DE													?											
	20190917	20190917	Bitkom Forum Open Source	Bitkom Forum Open Source					https://www.bitkom.org/bfoss19	Erfurt	DE													?											
	20190917	20190920	Owncloud Conference	Owncloud Conference					https://conference.owncloud.org/	Nuremberg	DE													?											
yes	20200902	20200906	End Summer Camp	End Summer Camp 2K20			ESC		https://www.endsummercamp.org/	Venezia Tessera	Italy	Forte Bazzera	https://www.openstreetmap.org/#map=17/45.49790/12.33106	45.4979	12.32972	nococ	ESC è un incontro non-profit di persone interessate all'Hacking, al Software Libero e al DIY. Il contenuto dell'evento è in continua evoluzione e viene creato dai suoi partecipanti.			Camping, Community Conference		?	?	?	?	?									
	20190920	20190922	Datenspuren	Datenspuren					https://wiki.c3d2.de/Datenspuren_2019	Dresden	DE													?											
	20190920	20190922	Hackmeeting	Hackmeeting					https://es.hackmeeting.org/hm/index.php?title=Hackmeeting2019	Errekaleor-Gasteiz	ES													?											
	20190920	20190922	FixFest_Reparatur-Festival	FixFest_Reparatur-Festival					https://reparatur-festival.runder-tisch-reparatur.de/	Berlin	DE													?											
yes	20200919	20200919	Software Freedom Day	Software Freedom Day			SFD	sfd	http://www.softwarefreedomday.org/											Global Day				?											
nada	20190921	20190923	State of the Map	State of the Map					https://2019.stateofthemap.org/	Heidelberg	DE													?											
yes	20200925	20200927	FediConf	FediConf					https://fediconf.org/	Barcelona	ES	Lleialtat	https://www.openstreetmap.org/way/264735742#map=19/41.37293/2.13680	41.37293	2.1368	nococ	<p>The FediConf is a place where everyone interested in Free social networks, Descentralized technology and Free software can meet in person, share experiences, concerns, and progress in our fight for a better Internet.</p><p>Talks, debates and workshops during one weekend to put in common our interests and doubts, and to learn from each other.</p><p>--</p><p>La FediConf és un espai de trobada on totes aquelles persones interesades en les Xarxes Socials Lliures, la tecnología descentralitzada i el Software Lliure es poden probar en persona, compartir experiències, preocupacions i progressos en la nostra lluita per un internet millor.</p><p>Xerrades, taules de debat i tallers durant un cap de setmana per tal d'aunar interessos comúns, dubtes i aprenentatge.</p><p>--</p><p>La FediConf es un espacio de encuentro donde todas aquellas personas interesadas en las Redes Sociales Libres, la tecnología descentralizada y el Software Libre se pueden encontrar en persona, compartir experiencias, preocupaciones y progresos en nuestra lucha por un internet mejor.</p><p>Charlas, mesas de debate y talleres durante un fin de semana con el objetivo de aunar intereses comunes, dudas y aprendizaje.</p>	open	https://formularis.lleialtat.cat/fediconf-speakers	Community Conference	Fediverse	?	?	?	CA/EN/ES	?								https://libertalia.world/@fediconf	
	20190923	20190925	Open Networking Summit	Open Networking Summit			ONS		https://events.linuxfoundation.org/events/open-networking-summit-europe-2019/	Antwerp	BE													?											
	20190923	20190926	INFORMATIK2019	INFORMATIK2019					https://gi.de/veranstaltung/informatik-2019-jahrestagung-der-gesellschaft-fuer-informatik/	Kassel	DE													?											
	20190927	20190927	educode	educode					https://educode.be/	Brussels	BE													?											
	20190930	20190902	Percona Live	Percona Live					https://www.percona.com/live/19/	Amsterdam	NL													?											
yes	20200402	20200403	Open Access Barcamp	Open Access Barcamp	cancelled	<p>This event has been cancelled to slow down the spreading of COVID-19 virus. We know this is a big loss for everyone involved, for organisers, speakers, participants, volunteers and also for the budgets.</p><p>Our full solidarity and we hope you grow stronger than ever in your next editions &lt;3</p>			https://open-access.net/community/barcamp/barcamp-2020	Konstanz	DE	Universität Konstanz	https://www.openstreetmap.org/way/26878618	47.69006	9.18842	nococ	Mit dem Barcamp möchten wir Interessierten der Open-Access-Community die Möglichkeit bieten, in den Austausch miteinander zu treten, sich zu vernetzen und voneinander zu lernen. Das Format Barcamp ist im Gegensatz zu klassischen Konferenzen offener und verzichtet auf ein vorgegebenes Programm. Stattdessen können Teilnehmende sich selbstorganisiert zu den für sie spannenden Themen zusammenfinden. Dabei sind alle Themen rund um Open Access willkommen. So könnten z.B. die Umsetzung der DEAL-Verträge, die Verstetigung von Publikationsfonds, Open-Access-Monografien oder Open Access in bestimmten Fachdisziplinen diskutiert werden. Die Teilnehmenden entscheiden selbst, welche Sessions sie anbieten und welche sie besuchen möchten.			Unconference		Zero	no	?	DE										
yes	20200915	20200917	Open-Access-Tage	Open-Access-Tage				oat20	https://open-access.net/community/open-access-tage/open-access-tage-2020	Bielefeld	DE	Universitätsbibliothek Bielefeld				nococ	Die Open-Access-Tage bilden die jährliche zentrale Plattform für die stetig wachsende Open-Access- und Open-Science-Community aus Deutschland, Österreich und der Schweiz. Erwartet werden rund 400 Teilnehmer*innen hauptsächlich aus Bibliotheken, Forschungsinstituten und Fördereinrichtungen.			Community Conference	open access,			400	DE										
yes	20200917	20200919	OpenSource Lisbon	OpenSource Lisbon					https://opensourcelisbon.com/	Lisbon	PT													?											
	20191004	20191006	Hackers Congress	Hackers Congress					https://opt-out.hcpp.cz/	Prague	CZ													?											
	20191004	20191006	suckless conference	suckless conference					https://suckless.org/conferences/2019/	Bad Liebenzell	DE													?											
	20191005	20191006	LinuxDays	LinuxDays					https://www.linuxdays.cz/2019/en/	Prague	CZ													?											
yes	20201002	20201004	PyConES	PyConES Granada 2020			PyConES	PyConES	https://2020.es.pycon.org/	Granada	ES	Campus de la Salud - Universidad de Granada	https://www.openstreetmap.org/#map=17/37.18630/-3.60434	37.1863	-3.60434	https://2020.es.pycon.org/code-of-conduct/	PyConES es la conferencia de la comunidad Python española. PyConES se celebrará por séptima vez del 02 al 04 de octubre de 2020 en Granada, tras siete exitosas ediciones en Madrid, Zaragoza, Valencia, Almería, Cáceres, Málaga y Alicante, siguiendo el formato del evento mundial de PyCon. 			Community Conference	Python	?	?	?	ES	?				/data/eventlogos/2020/2020-piconesGR.jpg			https://twitter.com/PyConES		
yes	20201017	20201018	Sonoj Convention	Sonoj Convention					https://www.sonoj.org/	Cologne	DE	?					The Sonoj Convention is an annual event in Cologne, Germany about music production with free and open source software. It features demonstrations, talks and hands-on workshops. Meet like-minded people, learn insider knowledge and tricks, participate in our one-hour production challenge! 																		
	20191010	20191013	Ubucon Europe	Ubucon Europe					http://ubucon.org/en/events/ubucon-europe/	Sintra	PT													?											
	20191011	20191013	FOSSCOM	FOSSCOM					https://2019.fosscomm.gr/	Lamia	GR													?											
	20191012	20191012	Hacktoberfest Poznań Meetup	Hacktoberfest Poznań Meetup					https://hacktoberfest.pl/	Poznań	PL													?											
	20191017	20191018	TYPO3 Conference	TYPO3 Conference					https://t3con19.typo3.com/	The Hague	NL													?											
	20191018	20191018	DINAcon	DINAcon					https://dinacon.ch/	Bern	CH													?											
yes	20201010	20201010	GNU/LinuxDay – Vorarlberg	GNU/LinuxDay – Vorarlberg					https://www.linuxday.at/	Dornbirn	AT	Höhere Technische Lehr- und Versuchsanstalt Dornbirn	https://www.openstreetmap.org/?mlat=47.4137&mlon=9.7227#map=14/47.4137/9.7227	47.4137	9.7227		<p>Der diesjährige LinuxDay findet am 10. Oktober statt. Veranstaltungsort ist wie üblich die HTL Dornbirn. Organisiert wird das Event alljährlich im Herbst von der Linux User Group Vorarlberg, der Eintritt ist frei.</p><p>In mehreren parallelen Vortragsreihen geht es um verschiedenste Themen rund um Open Source.</p><p>Die Zielgruppe der Veranstaltung ist breit gefächert, Tüftler und Heimanwender kommen genauso auf ihre Kosten wie System-Administratoren und Software-Entwickler.</p><p>Ergänzend zu den Vorträgen gibt es einen Ausstellerbereich mit Informations-Ständen von international bekannten Projekten, Firmen und regionalen Communities. Sie ermöglichen das Knüpfen von Kontakten und geben Einblick in aktuelle Entwicklungen.</p><p>Den ganzen Tag über stehen Probier-PCs mit gängigen Linux-Distributionen bereit.</p><p>Ein Restaurant mit günstigen Preisen lädt zum Fachsimpeln und zum Verweilen ein.</p>			Community Conference	Vorarlberg	Zero	no	?	DE	Linux User Group Vorarlberg	Den ganzen Tag über stehen Probier-PCs mit gängigen Linux-Distributionen bereit.								
	20191019	20191020	OggCamp (Free Culture/FLOSS Unconference)	OggCamp (Free Culture/FLOSS Unconference)					http://oggcamp.org/	Sheffield	UK													?											
	20191022	20191024	ApacheCon Europe	ApacheCon Europe					https://aceu19.apachecon.com/	Berlin	DE													?											
	20191025	20191026	WikidataCon	WikidataCon					https://www.wikidata.org/wiki/Wikidata:WikidataCon_2019	Berlin	DE													?											
	20191025	20191027	NixCon	NixCon 2019					https://2019.nixcon.org/	Brno	CZ													?											
	20191025	20191027	MiniDebConf in Vaumarcus	MiniDebConf in Vaumarcus					https://wiki.debian.org/DebianEvents/ch/2019/Vaumarcus	Vaumarcus	CH													?											
	20191026	20191026	PSSOH Conference	PSSOH Conference					http://pssoh.etf.bg.ac.rs/	Belgrade	RS													?											
	20191026	20191026	Linux Day across Italy	Linux Day across Italy					http://www.linuxday.it/															?											
	20191026	20191027	Sonoj Convention	Sonoj Convention					https://www.sonoj.org/	Cologne	DE													?											
	20191028	20191030	Open Source Summit + Embedded Linux Conference Europe	Open Source Summit + Embedded Linux Conference Europe					https://www.linuxfoundation.org/press-release/2019/01/the-linux-foundation-announces-2019-events-schedule/	Lyon	FR													?											
	20191102	20191102	EmacsConf	EmacsConf					https://emacsconf.org/2019/	Online														?											
	20191102	20191103	OpenFest	OpenFest					https://www.openfest.org/	Sofia	BG													?											
	20191107	20191108	Promcon	Promcon					https://promcon.io/2019-munich/	Munich	DE													?											
	20191109	20191109	OSHWDem	OSHWDem					https://oshwdem.org/	A Coruña	ES													?											
	20191112	20191115	Linux App Summit	Linux App Summit					https://linuxappsummit.org/	Barcelona	ES													?											
yes	20201113	20201114	SFScon	South Tyrol Free Software Conference			SFScon	SFScon	https://www.sfscon.it/	Bozen	IT	NOI Techpark	https://www.openstreetmap.org/way/540072752	46.47853	11.33182	https://www.sfscon.it/code-of-conduct/	A conference all about Free Software: The South Tyrol Free Software Conference, SFScon, is one of Europe’s most established annual conferences on Free Software. SFScon promotes the use of Free Software in IT infrastructures as a tool to achieve greater innovation and competitiveness in the region. Here decision-makers and developers meet, learn and get inspired.			Community Conference		Zero	yes	?	EN		Award,Hackathon								
	20191116	20191116	Linux Presentation Day 2019.2	Linux Presentation Day 2019.2					http://linux-presentation-day.org/															?											
	20191116	20191117	Capitole du libre	Capitole du libre					https://2019.capitoledulibre.org/	Toulouse	FR													?											
	20191121	20191123	Piksel	Piksel					http://piksel.no/	Bergen	NO													?											
yes	20201113	20201115	FIfFKon	FIfFKon					https://2020.fiffkon.de/	Weimar	DE	Universität Weimar	https://www.openstreetmap.org/relation/4795326	50.9775	11327		?			Community Conference	Peace	?	?	?	DE	Forum InformatikerInnen für Frieden und gesellschaftliche Verantwortung (FifF)									
	20191206	20191206	NorthernRST						https://northernrst.com/	Aberdeen	UK													?											
	20191213	20191215	GNU Health Con	GNU Health Con					http://www.gnuhealthcon.org/2019-liege/	Liège	BE													?											
	20201227	20201230	36th Chaos Communication Conference	36th Chaos Communication Conference				ccc,36c3	https://events.ccc.de/congress/2019/wiki/index.php	Leipzig	DE													?											
	20191210	20191211	Paris Open Source Summit	Paris Open Source Summit			POSS		https://www.opensourcesummit.paris/	Paris	FR																								
																																			
